resolvedchromer,gametophytic,sporophytic,species,genus,haploid1,haploid2
Lygodium_flexuosum,56,,Lygodium flexuosum (L.) Sw.,Lygodium,56,NA
Lygodium_flexuosum,56,,Lygodium flexuosum (L.) Sw.,Lygodium,56,NA
Lygodium_flexuosum,58,,Lygodium flexuosum (L.) Sw.,Lygodium,58,NA
Lygodium_japonicum,,58,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,29
Lygodium_japonicum,,58,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,29
Lygodium_japonicum,,58,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,29
Lygodium_japonicum,,58,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,29
Lygodium_japonicum,,58,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,29
Lygodium_japonicum,21,60,Lygodium japonicum (Thunb.) Sw.,Lygodium,21,30
Lygodium_japonicum,,116,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,58
Lygodium_japonicum,,116,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,58
Lygodium_japonicum,,116,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,58
Lygodium_japonicum,,116,Lygodium japonicum (Thunb.) Sw.,Lygodium,NA,58
Lygodium_japonicum,58,,Lygodium japonicum (Thunb.) Sw.,Lygodium,58,NA
Lygodium_japonicum,58,,Lygodium japonicum (Thunb.) Sw.,Lygodium,58,NA
Lygodium_japonicum,58,,Lygodium japonicum (Thunb.) Sw.,Lygodium,58,NA
Lygodium_japonicum,58,,Lygodium japonicum (Thunb.) Sw.,Lygodium,58,NA
Lygodium_japonicum,58,,Lygodium japonicum (Thunb.) Sw.,Lygodium,58,NA
Lygodium_longifolium,56,112,Lygodium longifolium (Willd.) Sw.,Lygodium,56,56
Lygodium_longifolium,,112,Lygodium longifolium (Willd.) Sw.,Lygodium,NA,56
Lygodium_microphyllum,,60,Lygodium microphyllum (Cav.) R. Br.,Lygodium,NA,30
Lygodium_microphyllum,30,60,Lygodium microphyllum (Cav.) R. Br.,Lygodium,30,30
Lygodium_microphyllum,,120,Lygodium microphyllum (Cav.) R. Br.,Lygodium,NA,60
Lygodium_microphyllum,30,,Lygodium microphyllum (Cav.) R. Br.,Lygodium,30,NA
Lygodium_microphyllum,30,,Lygodium microphyllum (Cav.) R. Br.,Lygodium,30,NA
Lygodium_microphyllum,60,,Lygodium microphyllum (Cav.) R. Br.,Lygodium,60,NA
Lygodium_microphyllum,ca.30,,Lygodium microphyllum (Cav.) R. Br.,Lygodium,NA,NA
Lygodium_microphyllum,ca.30,,Lygodium microphyllum (Cav.) R. Br.,Lygodium,NA,NA
Lygodium_palmatum,,60,Lygodium palmatum (Bernh.) Sw.,Lygodium,NA,30
Lygodium_palmatum,,60,Lygodium palmatum (Bernh.) Sw.,Lygodium,NA,30
Lygodium_palmatum,,60,Lygodium palmatum (Bernh.) Sw.,Lygodium,NA,30
Lygodium_reticulatum,,60,Lygodium reticulatum Schkuhr,Lygodium,NA,30
Lygodium_reticulatum,,60,Lygodium reticulatum Schkuhr,Lygodium,NA,30
Lygodium_salicifolium,28,56,Lygodium salicifolium  Presl,Lygodium,28,28
Lygodium_salicifolium,,56,Lygodium salicifolium  Presl,Lygodium,NA,28
Lygodium_scandens,30,60,Lygodium scandens (L.) Sw.,Lygodium,30,30
Lygodium_scandens,,60,Lygodium scandens (L.) Sw.,Lygodium,NA,30
Lygodium_scandens,,60,Lygodium scandens (L.) Sw.,Lygodium,NA,30
Lygodium_venustum,,116,Lygodium venustum Sw.,Lygodium,NA,58
Lygodium_volubile,,58,Lygodium volubile Sw.,Lygodium,NA,29
Lygodium_volubile,,58,Lygodium volubile Sw.,Lygodium,NA,29
Lygodium_volubile,,174,Lygodium volubile Sw.,Lygodium,NA,87
Lygodium_volubile,,180,Lygodium volubile Sw.,Lygodium,NA,90
Lygodium_volubile,87-90,,Lygodium volubile Sw.,Lygodium,NA,NA
Lygodium_volubile,29,,Lygodium volubile Sw.,Lygodium,29,NA
Macrogle_brass,33,,Macrogle brass Croxall,Macrogle,33,NA
Macrogle_brass,33,,Macrogle brass Croxall,Macrogle,33,NA
Macrogle_caudata,,66,Macrogle caudata Copel.,Macrogle,NA,33
Macrogle_caudata,36,,Macrogle caudata Copel.,Macrogle,36,NA
Macrogle_caudata,33,,Macrogle caudata Copel.,Macrogle,33,NA
Macrogle_caudata,33,,Macrogle caudata Copel.,Macrogle,33,NA
Macrogle_flavo-fusca,,66,Macrogle flavo-fusca Copel.,Macrogle,NA,33
Macrogle_flavo-fusca,33,,Macrogle flavo-fusca Copel.,Macrogle,33,NA
Macrogle_schlechteri,,122,Macrogle schlechteri Copel.,Macrogle,NA,61
Macrogle_schlechteri,66,,Macrogle schlechteri Copel.,Macrogle,66,NA
Macrothelypteris_aurita,,62,Macrothelypteris aurita P. Serm.,Macrothelypteris,NA,31
Macrothelypteris_aurita,,62,Macrothelypteris aurita P. Serm.,Macrothelypteris,NA,31
Macrothelypteris_aurita,,124,Macrothelypteris aurita P. Serm.,Macrothelypteris,NA,62
Macrothelypteris_bukoensis,,6,Macrothelypteris bukoensis P. Serm.,Macrothelypteris,NA,3
Macrothelypteris_bukoensis,,62,Macrothelypteris bukoensis P. Serm.,Macrothelypteris,NA,31
Macrothelypteris_cruciata,,124,Macrothelypteris cruciata P. Serm.,Macrothelypteris,NA,62
Macrothelypteris_cyclocarpa,,124,Macrothelypteris cyclocarpa P. Serm.,Macrothelypteris,NA,62
Macrothelypteris_levingei,,124,Macrothelypteris levingei P. Serm.,Macrothelypteris,NA,62
Macrothelypteris_oligophlebia,,62,Macrothelypteris oligophlebia Ching,Macrothelypteris,NA,31
Macrothelypteris_oligophlebia,,124,Macrothelypteris oligophlebia Ching,Macrothelypteris,NA,62
Macrothelypteris_oligophlebia_var._elegans,31,,Macrothelypteris oligophlebia var. elegans (Koidz.) Ching,Macrothelypteris,31,NA
Macrothelypteris_orta,,62,Macrothelypteris orta Ching,Macrothelypteris,NA,31
Macrothelypteris_orta,,62,Macrothelypteris orta Ching,Macrothelypteris,NA,31
Macrothelypteris_orta,62,,Macrothelypteris orta Ching,Macrothelypteris,62,NA
Macrothelypteris_orta,31,,Macrothelypteris orta Ching,Macrothelypteris,31,NA
Macrothelypteris_paludosa,62,124,Macrothelypteris paludosa (Blume) ́. L�_ve & D. L�_ve,Macrothelypteris,62,62
Macrothelypteris_paludosa,,124,Macrothelypteris paludosa (Blume) ́. L�_ve & D. L�_ve,Macrothelypteris,NA,62
Macrothelypteris_paludosa,31,,Macrothelypteris paludosa (Blume) ́. L�_ve & D. L�_ve,Macrothelypteris,31,NA
Macrothelypteris_rectangularis,,124,Macrothelypteris rectangularis P. Serm.,Macrothelypteris,NA,62
Macrothelypteris_subaurita,,62,Macrothelypteris subaurita P. Serm.,Macrothelypteris,NA,31
Macrothelypteris_subaurita,,62,Macrothelypteris subaurita P. Serm.,Macrothelypteris,NA,31
Macrothelypteris_subaurita,,62,Macrothelypteris subaurita P. Serm.,Macrothelypteris,NA,31
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,124,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,62
Macrothelypteris_torresia,,144,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,72
Macrothelypteris_torresia,,186,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,93
Macrothelypteris_torresia,,186,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,NA,93
Macrothelypteris_torresia,62,,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,62,NA
Macrothelypteris_torresia,62,,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,62,NA
Macrothelypteris_torresia,31,,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,31,NA
Macrothelypteris_torresia,31,,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,31,NA
Macrothelypteris_torresia,31,,Macrothelypteris torresia (Gaudich.) Ching,Macrothelypteris,31,NA
Macrothelypteris_torresia_var._calvata,,62,Macrothelypteris torresia var. calvata (Baker) Holttum,Macrothelypteris,NA,31
Macrothelypteris_uraiensis,,124,Macrothelypteris uraiensis (Rosenst.) ́. L�_ve & D. L�_ve,Macrothelypteris,NA,62
Macrothelypteris_viridifrons,,122,Macrothelypteris viridifrons (Tagawa) Ching,Macrothelypteris,NA,61
Macrothelypteris_viridifrons,,122,Macrothelypteris viridifrons (Tagawa) Ching,Macrothelypteris,NA,61
Macrothelypteris_viridifrons,,124,Macrothelypteris viridifrons (Tagawa) Ching,Macrothelypteris,NA,62
Macrothelypteris_viridifrons,,124,Macrothelypteris viridifrons (Tagawa) Ching,Macrothelypteris,NA,62
Marattia_fraxinea,,156,Marattia fraxinea Sm.,Marattia,NA,78
Marattia_fraxinea,78,,Marattia fraxinea Sm.,Marattia,78,NA
Marattia_fraxinea,78,,Marattia fraxinea Sm.,Marattia,78,NA
Margiria_friedrichsthalia,,74,Margiria friedrichsthalia (Kunze) P. Serm.,Margiria,NA,37
Margiria_lepidopteris,,74,Margiria lepidopteris Farw.,Margiria,NA,37
Margiria_lepidopteris,,74,Margiria lepidopteris Farw.,Margiria,NA,37
Margiria_plebeja,,74,Margiria plebeja Farw.,Margiria,NA,37
Margiria_plebeja,,74,Margiria plebeja Farw.,Margiria,NA,37
Margiria_plebeja,,74,Margiria plebeja Farw.,Margiria,NA,37
Margiria_pyrrholepis,,74,Margiria pyrrholepis (Fͩe) P. Serm.,Margiria,NA,37
Margiria_pyrrholepis,,74,Margiria pyrrholepis (Fͩe) P. Serm.,Margiria,NA,37
Margiria_rosei,,74,Margiria rosei (Maxon) P. Serm.,Margiria,NA,37
Margiria_rosei,,74,Margiria rosei (Maxon) P. Serm.,Margiria,NA,37
Margiria_sanctae-rosae,,74,Margiria sanctae-rosae (Maxon) P. Serm.,Margiria,NA,37
Margiria_tridens,,74,Margiria tridens P. Serm.,Margiria,NA,37
Marsilea_angustifolia,,120,Marsilea angustifolia R. Br.,Marsilea,NA,60
Marsilea_angustifolia,,120,Marsilea angustifolia R. Br.,Marsilea,NA,60
Marsilea_batardae,,40,Marsilea batardae Launer,Marsilea,NA,20
Marsilea_batardae,,40,Marsilea batardae Launer,Marsilea,NA,20
Marsilea_brachypus,,40,Marsilea brachypus A. Braun,Marsilea,NA,20
Marsilea_coromandeli,21,42,Marsilea coromandeli Willd.,Marsilea,21,21
Marsilea_costulifera,,120,Marsilea costulifera D. L. Jones,Marsilea,NA,60
Marsilea_costulifera,,120,Marsilea costulifera D. L. Jones,Marsilea,NA,60
Marsilea_creta,,40,Marsilea creta  Presl,Marsilea,NA,20
Marsilea_creta,,40,Marsilea creta  Presl,Marsilea,NA,20
Marsilea_drummond,,64,Marsilea drummond A. Braun,Marsilea,NA,32
Marsilea_drummond,,120,Marsilea drummond A. Braun,Marsilea,NA,60
Marsilea_drummond,,120,Marsilea drummond A. Braun,Marsilea,NA,60
Marsilea_exarata,,120,Marsilea exarata A. Braun,Marsilea,NA,60
Marsilea_exarata,,120,Marsilea exarata A. Braun,Marsilea,NA,60
Marsilea_hirsuta,,40,Marsilea hirsuta R. Br.,Marsilea,NA,20
Marsilea_hirsuta,,120,Marsilea hirsuta R. Br.,Marsilea,NA,60
Marsilea_hirsuta,,120,Marsilea hirsuta R. Br.,Marsilea,NA,60
Marsilea_macropoda,,40,Marsilea macropoda Engelm. ex A. Braun,Marsilea,NA,20
Marsilea_minuta,20,40,Marsilea minuta L.,Marsilea,20,20
Marsilea_minuta,,40,Marsilea minuta L.,Marsilea,NA,20
Marsilea_minuta,,40,Marsilea minuta L.,Marsilea,NA,20
Marsilea_minuta,,40,Marsilea minuta L.,Marsilea,NA,20
Marsilea_minuta,,40,Marsilea minuta L.,Marsilea,NA,20
Marsilea_minuta,,40,Marsilea minuta L.,Marsilea,NA,20
Marsilea_minuta,,44,Marsilea minuta L.,Marsilea,NA,22
Marsilea_minuta,,60,Marsilea minuta L.,Marsilea,NA,30
Marsilea_minuta,,60,Marsilea minuta L.,Marsilea,NA,30
Marsilea_mollis,,40,Marsilea mollis B. L. Rob. & Ferld,Marsilea,NA,20
Marsilea_mollis,,40,Marsilea mollis B. L. Rob. & Ferld,Marsilea,NA,20
Marsilea_mutica,,40,Marsilea mutica Mett.,Marsilea,NA,20
Marsilea_quadrifolia,,40,Marsilea quadrifolia L.,Marsilea,NA,20
Marsilea_quadrifolia,20,40,Marsilea quadrifolia L.,Marsilea,20,20
Marsilea_quadrifolia,,40,Marsilea quadrifolia L.,Marsilea,NA,20
Marsilea_quadrifolia,,40,Marsilea quadrifolia L.,Marsilea,NA,20
Marsilea_quadrifolia,,40,Marsilea quadrifolia L.,Marsilea,NA,20
Marsilea_quadrifolia,,40,Marsilea quadrifolia L.,Marsilea,NA,20
Marsilea_quadrifolia,20,,Marsilea quadrifolia L.,Marsilea,20,NA
Marsilea_schelpea,,50,Marsilea schelpea Launert,Marsilea,NA,25
Marsilea_vestita,,32,Marsilea vestita Hook. & Grev.,Marsilea,NA,16
Marsilea_vestita,,40,Marsilea vestita Hook. & Grev.,Marsilea,NA,20
Marsilea_villosa,,40,Marsilea villosa Kaulf.,Marsilea,NA,20
Matonia_pectita,,52,Matonia pectita R. Br.,Matonia,NA,26
Matonia_pectita,,52,Matonia pectita R. Br.,Matonia,NA,26
Matonia_pectita,26,,Matonia pectita R. Br.,Matonia,26,NA
Matteuccia_struthiopteris,,78,Matteuccia struthiopteris (L.) Tod.,Matteuccia,NA,39
Matteuccia_struthiopteris,,78,Matteuccia struthiopteris (L.) Tod.,Matteuccia,NA,39
Matteuccia_struthiopteris,40,,Matteuccia struthiopteris (L.) Tod.,Matteuccia,40,NA
Matteuccia_struthiopteris,39,,Matteuccia struthiopteris (L.) Tod.,Matteuccia,39,NA
Matteuccia_struthiopteris,40,,Matteuccia struthiopteris (L.) Tod.,Matteuccia,40,NA
Matteuccia_struthiopteris,39,,Matteuccia struthiopteris (L.) Tod.,Matteuccia,39,NA
Matteuccia_struthiopteris_subsp._sinuata,,78,Matteuccia struthiopteris subsp. sinuata (Thunb.) ́. L�_ve & D. L�_ve,Matteuccia,NA,39
Matteuccia_struthiopteris_subsp._sinuata,,80,Matteuccia struthiopteris subsp. sinuata (Thunb.) ́. L�_ve & D. L�_ve,Matteuccia,NA,40
Matteuccia_struthiopteris_subsp._sinuata,,80,Matteuccia struthiopteris subsp. sinuata (Thunb.) ́. L�_ve & D. L�_ve,Matteuccia,NA,40
Matteuccia_struthiopteris_subsp._sinuata,,80,Matteuccia struthiopteris subsp. sinuata (Thunb.) ́. L�_ve & D. L�_ve,Matteuccia,NA,40
Matteuccia_struthiopteris_var._pensylvanica,,78,Matteuccia struthiopteris var. pensylvanica (Willd.)  V. Morton,Matteuccia,NA,39
Matteuccia_struthiopteris_var._pensylvanica,,80,Matteuccia struthiopteris var. pensylvanica (Willd.)  V. Morton,Matteuccia,NA,40
Maxonia_apfolia,,82,Maxonia apfolia (Sw.)  Chr.,Maxonia,NA,41
Maxonia_apfolia,41,,Maxonia apfolia (Sw.)  Chr.,Maxonia,41,NA
Mecodium_atrovirens,,72,Mecodium atrovirens Copel.,Mecodium,NA,36
Mecodium_atrovirens,,72,Mecodium atrovirens Copel.,Mecodium,NA,36
Mecodium_australe,,72,Mecodium australe Copel.,Mecodium,NA,36
Mecodium_australe,,72,Mecodium australe Copel.,Mecodium,NA,36
Mecodium_bamlerianum,,72,Mecodium bamlerianum Braithwaite,Mecodium,NA,36
Mecodium_bamlerianum,,72,Mecodium bamlerianum Braithwaite,Mecodium,NA,36
Mecodium_bamlerianum,36,,Mecodium bamlerianum Braithwaite,Mecodium,36,NA
Mecodium_bamlerianum,36,,Mecodium bamlerianum Braithwaite,Mecodium,36,NA
Mecodium_demissum,,72,Mecodium demissum Copel.,Mecodium,NA,36
Mecodium_demissum,,72,Mecodium demissum Copel.,Mecodium,NA,36
Mecodium_dilatatum,,72,Mecodium dilatatum Copel.,Mecodium,NA,36
Mecodium_dilatatum,,72,Mecodium dilatatum Copel.,Mecodium,NA,36
Mecodium_dilatatum,36,,Mecodium dilatatum Copel.,Mecodium,36,NA
Mecodium_flabellatum,,72,Mecodium flabellatum Copel.,Mecodium,NA,36
Mecodium_flabellatum,,72,Mecodium flabellatum Copel.,Mecodium,NA,36
Mecodium_flabellatum,,72,Mecodium flabellatum Copel.,Mecodium,NA,36
Mecodium_flabellatum,,72,Mecodium flabellatum Copel.,Mecodium,NA,36
Mecodium_flabellatum,36,,Mecodium flabellatum Copel.,Mecodium,36,NA
Mecodium_flexuosum,,72,Mecodium flexuosum Copel.,Mecodium,NA,36
Mecodium_imbricatum,,72,Mecodium imbricatum Copel.,Mecodium,NA,36
Mecodium_imbricatum,,72,Mecodium imbricatum Copel.,Mecodium,NA,36
Mecodium_imbricatum,36,,Mecodium imbricatum Copel.,Mecodium,36,NA
Mecodium_imbricatum,36,,Mecodium imbricatum Copel.,Mecodium,36,NA
Mecodium_paniculiflorum,26,,Mecodium paniculiflorum ( Presl) Copel.,Mecodium,26,NA
Mecodium_pulcherrimum,,72,Mecodium pulcherrimum Copel.,Mecodium,NA,36
Mecodium_rarum,,72,Mecodium rarum Copel.,Mecodium,NA,36
Mecodium_rufescens,,72,Mecodium rufescens Copel.,Mecodium,NA,36
Mecodium_rufescens,,72,Mecodium rufescens Copel.,Mecodium,NA,36
Mecodium_samoense,,72,Mecodium samoense Copel.,Mecodium,NA,36
Mecodium_samoense,,72,Mecodium samoense Copel.,Mecodium,NA,36
Mecodium_samoense,36,,Mecodium samoense Copel.,Mecodium,36,NA
Mecodium_sanguinolentum,,144,Mecodium sanguinolentum Presl ex Copel.,Mecodium,NA,72
Mecodium_sanguinolentum,,144,Mecodium sanguinolentum Presl ex Copel.,Mecodium,NA,72
Mecodium_scabrum,,72,Mecodium scabrum Copel.,Mecodium,NA,36
Mecodium_treub,,72,Mecodium treub Copel.,Mecodium,NA,36
Mecodium_treub,36,,Mecodium treub Copel.,Mecodium,36,NA
Mecodium_treub,36,,Mecodium treub Copel.,Mecodium,36,NA
Mecodium_villosum,,72,Mecodium villosum Copel.,Mecodium,NA,36
Megalastrum_aripense,41,,Megalastrum aripense ( Chr. & Maxon) A. R. Sm. & R.  Moran,Megalastrum,41,NA
Megalastrum_connexum,41,,Megalastrum connexum (Kaulf.) A. R. Sm. & R.  Moran,Megalastrum,41,NA
Megalastrum_iequalifolium,41,,Megalastrum iequalifolium (Colla) A. R. Sm. & R.  Moran,Megalastrum,41,NA
Megalastrum_kalloo,41,,Megalastrum kalloo (Jermy & T. G. Walker) A. R. Sm. & R.  Moran,Megalastrum,41,NA
Megalastrum_pulverulentum,,82,Megalastrum pulverulentum (Poir.) A. R. Sm. & R.  Moran,Megalastrum,NA,41
Megalastrum_pulverulentum,41,,Megalastrum pulverulentum (Poir.) A. R. Sm. & R.  Moran,Megalastrum,41,NA
Megalastrum_spectabile,41,,Megalastrum spectabile (Kaulf.) A. R. Sm. & R.  Moran,Megalastrum,41,NA
Megalastrum_subincisum,,164,Megalastrum subincisum (Willd.) A. R. Sm. & R.  Moran,Megalastrum,NA,82
Megalastrum_subincisum,82,,Megalastrum subincisum (Willd.) A. R. Sm. & R.  Moran,Megalastrum,82,NA
Megalastrum_villosum,,82,Megalastrum villosum (L.) Holttum,Megalastrum,NA,41
Megalastrum_villosum,41,,Megalastrum villosum (L.) Holttum,Megalastrum,41,NA
Melpomene_moniliformis,,148,Melpomene moniliformis (Lag.) A. R. Sm. & R.  Moran,Melpomene,NA,74
Meniscium_nesioticum,72,,Meniscium nesioticum (Maxon &  V. Morton) Jermy & Walker & T. George,Meniscium,72,NA
Meringium_bivalve,,44,Meringium bivalve Copel.,Meringium,NA,22
Meringium_bivalve,,44,Meringium bivalve Copel.,Meringium,NA,22
Meringium_dimidiatum,,42,Meringium dimidiatum Copel.,Meringium,NA,21
Meringium_dimidiatum,21,,Meringium dimidiatum Copel.,Meringium,21,NA
Meringium_feejeense,,44,Meringium feejeense Copel.,Meringium,NA,22
Meringium_feejeense,22,,Meringium feejeense Copel.,Meringium,22,NA
Meringium_gorgoneum,,42,Meringium gorgoneum Copel.,Meringium,NA,21
Meringium_gorgoneum,21,,Meringium gorgoneum Copel.,Meringium,21,NA
Meringium_meyenianum,,42,Meringium meyenianum  Presl,Meringium,NA,21
Meringium_meyenianum,,42,Meringium meyenianum  Presl,Meringium,NA,21
Meringium_meyenianum,,42,Meringium meyenianum  Presl,Meringium,NA,21
Meringium_meyenianum,21,,Meringium meyenianum  Presl,Meringium,21,NA
Meringium_multifidum,,52,Meringium multifidum Copel.,Meringium,NA,26
Meringium_multifidum,,52,Meringium multifidum Copel.,Meringium,NA,26
Mesoneuron_wantotense,36,72,Mesoneuron wantotense Holttum,Mesoneuron,36,36
Mesophlebion_beccarianum,,144,Mesophlebion beccarianum (Ces.) Holttum,Mesophlebion,NA,72
Mesophlebion_crassifolium,,144,Mesophlebion crassifolium (Blume) Holttum,Mesophlebion,NA,72
Mesophlebion_crassifolium,72,,Mesophlebion crassifolium (Blume) Holttum,Mesophlebion,72,NA
Mesophlebion_trichopodum,,144,Mesophlebion trichopodum ( Chr.) Holttum,Mesophlebion,NA,72
Metapolypodium_manmeiense,,70,Metapolypodium manmeiense (Christ) Ching,Metapolypodium,NA,35
Metathelypteris_flaccida,,140,Metathelypteris flaccida (Blume) Ching,Metathelypteris,NA,70
Metathelypteris_flaccida,,140,Metathelypteris flaccida (Blume) Ching,Metathelypteris,NA,70
Metathelypteris_flaccida,,140,Metathelypteris flaccida (Blume) Ching,Metathelypteris,NA,70
Metathelypteris_flaccida,70,,Metathelypteris flaccida (Blume) Ching,Metathelypteris,70,NA
Metathelypteris_flaccida,70,,Metathelypteris flaccida (Blume) Ching,Metathelypteris,70,NA
Metathelypteris_flaccida,70,,Metathelypteris flaccida (Blume) Ching,Metathelypteris,70,NA
Metathelypteris_gracilescens,34,,Metathelypteris gracilescens (Blume) Ching,Metathelypteris,34,NA
Metathelypteris_laxa,,134,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,NA,67
Metathelypteris_laxa,,136,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,NA,68
Metathelypteris_laxa,,136,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,NA,68
Metathelypteris_laxa,,144,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,NA,72
Metathelypteris_laxa,72,,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,72,NA
Metathelypteris_laxa,36IV,,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,NA,NA
Metathelypteris_laxa,36,,Metathelypteris laxa (Franch. & Sav.) Ching,Metathelypteris,36,NA
Metathelypteris_singalanensis,,140,Metathelypteris singalanensis (Baker) Ching,Metathelypteris,NA,70
Metathelypteris_singalanensis,,144,Metathelypteris singalanensis (Baker) Ching,Metathelypteris,NA,72
Metathelypteris_singalanensis,70,,Metathelypteris singalanensis (Baker) Ching,Metathelypteris,70,NA
Metathelypteris_uraiensis,,124,Metathelypteris uraiensis (Rosenst.) Ching,Metathelypteris,NA,62
Metathelypteris_uraiensis,36IV,,Metathelypteris uraiensis (Rosenst.) Ching,Metathelypteris,NA,NA
Metathelypteris_uraiensis,62,,Metathelypteris uraiensis (Rosenst.) Ching,Metathelypteris,62,NA
Metaxya_rostrata,,192,Metaxya rostrata (Kunth)  Presl,Metaxya,NA,96
Metaxya_rostrata,72,,Metaxya rostrata (Kunth)  Presl,Metaxya,72,NA
Microgonium_ballardianum,,136,Microgonium ballardianum (Alston) P. Serm.,Microgonium,NA,68
Microgonium_ballardianum,68,,Microgonium ballardianum (Alston) P. Serm.,Microgonium,68,NA
Microgonium_bimargitum,,136,Microgonium bimargitum Bosch,Microgonium,NA,68
Microgonium_bimargitum,,136,Microgonium bimargitum Bosch,Microgonium,NA,68
Microgonium_bimargitum,68,,Microgonium bimargitum Bosch,Microgonium,68,NA
Microgonium_chamaedrys,,166,Microgonium chamaedrys (Taton) P. Serm.,Microgonium,NA,83
Microgonium_chamaedrys,,168,Microgonium chamaedrys (Taton) P. Serm.,Microgonium,NA,84
Microgonium_hookeri,,136,Microgonium hookeri ( Presl)  Presl,Microgonium,NA,68
Microgonium_hookeri,68,,Microgonium hookeri ( Presl)  Presl,Microgonium,68,NA
Microgonium_motleyi,,68,Microgonium motleyi Bosch,Microgonium,NA,34
Microgonium_motleyi,,68,Microgonium motleyi Bosch,Microgonium,NA,34
Microgonium_motleyi,,68,Microgonium motleyi Bosch,Microgonium,NA,34
Microgramma_lindberg,72,,Microgramma lindberg (Mett.) D. L. Sota,Microgramma,72,NA
Microgramma_lycopodioides,,74,Microgramma lycopodioides (L.) Copel.,Microgramma,NA,37
Microgramma_lycopodioides,,74,Microgramma lycopodioides (L.) Copel.,Microgramma,NA,37
Microgramma_lycopodioides,,74,Microgramma lycopodioides (L.) Copel.,Microgramma,NA,37
Microgramma_lycopodioides,,74,Microgramma lycopodioides (L.) Copel.,Microgramma,NA,37
Microgramma_lycopodioides,,74,Microgramma lycopodioides (L.) Copel.,Microgramma,NA,37
Microgramma_lycopodioides,37,,Microgramma lycopodioides (L.) Copel.,Microgramma,37,NA
Microgramma_lycopodioides,37,,Microgramma lycopodioides (L.) Copel.,Microgramma,37,NA
Microgramma_lycopodioides,37,,Microgramma lycopodioides (L.) Copel.,Microgramma,37,NA
Microgramma_piloselloides,,148,Microgramma piloselloides (L.) Copel.,Microgramma,NA,74
Microgramma_piloselloides,,148,Microgramma piloselloides (L.) Copel.,Microgramma,NA,74
Microgramma_piloselloides,74,,Microgramma piloselloides (L.) Copel.,Microgramma,74,NA
Microgramma_reptans,37,,Microgramma reptans (Cav.) A. R. Sm.,Microgramma,37,NA
Microgramma_squamulosa,37,74,Microgramma squamulosa (Kaulf.) D. L. Sota,Microgramma,37,37
Microgramma_vaccinfolia,,72,Microgramma vaccinfolia (Langsd. & Fisch.) Copel.,Microgramma,NA,36
