resolvedchromer,gametophytic,sporophytic,species,genus,haploid1,haploid2
Abacopteris_lineata,,144,Abacopteris lineata (Blume) Ching,Abacopteris,NA,72
Abacopteris_lineata,,144,Abacopteris lineata (Blume) Ching,Abacopteris,NA,72
Abacopteris_lineata,72,,Abacopteris lineata (Blume) Ching,Abacopteris,72,NA
Abacopteris_rubicunda,36,,Abacopteris rubicunda Holttum,Abacopteris,36,NA
Abacopteris_salicifolia,36,,Abacopteris salicifolia Holttum,Abacopteris,36,NA
Abacopteris_triphylla,36,72,,Abacopteris,36,36
Abacopteris_triphylla,,108,Abacopteris triphylla (Sw.) Ching,Abacopteris,NA,54
Abacopteris_triphylla,72,,Abacopteris triphylla (Sw.) Ching,Abacopteris,72,NA
Abacopteris_triphylla,72,,Abacopteris triphylla (Sw.) Ching,Abacopteris,72,NA
Abacopteris_urophylla,36,,Abacopteris urophylla Ching,Abacopteris,36,NA
Abrodictyum_boninense,,72,Abrodictyum boninense Tagawa & K. Iwats.,Abrodictyum,NA,36
Abrodictyum_boninense,36,,Abrodictyum boninense Tagawa & K. Iwats.,Abrodictyum,36,NA
Abrodictyum_cupressoides,,66,Abrodictyum cupressoides (Desv.) Ebihara & Duboisson,Abrodictyum,NA,33
Abrodictyum_meifolium,,66,Abrodictyum meifolium (Bory) Ebihara & K. Iwats.,Abrodictyum,NA,33
Abrodictyum_meifolium,33,,Abrodictyum meifolium (Bory) Ebihara & K. Iwats.,Abrodictyum,33,NA
Abrodictyum_meifolium,33,,Abrodictyum meifolium (Bory) Ebihara & K. Iwats.,Abrodictyum,33,NA
Abrodictyum_obscurum,,66,Abrodictyum obscurum (Blume) Ebihara & K. Iwats.,Abrodictyum,NA,33
Abrodictyum_rigidum,,66,Abrodictyum rigidum (Sw.) Ebihara & Dubuisson,Abrodictyum,NA,33
Abrodictyum_rigidum,33,,Abrodictyum rigidum (Sw.) Ebihara & Dubuisson,Abrodictyum,33,NA
Abrodictyum_rigidum,33,,Abrodictyum rigidum (Sw.) Ebihara & Dubuisson,Abrodictyum,33,NA
Abrodictyum_rigidum,66,,Abrodictyum rigidum (Sw.) Ebihara & Dubuisson,Abrodictyum,66,NA
Abrodictyum_rigidum,66,,Abrodictyum rigidum (Sw.) Ebihara & Dubuisson,Abrodictyum,66,NA
Acrophorus_stipellatus,41,82,,Acrophorus,41,41
Acrophorus_stipellatus,41,,Acrophorus stipellatus T. Moore,Acrophorus,41,NA
Acrophorus_stipellatus,41,,Acrophorus stipellatus T. Moore,Acrophorus,41,NA
Acrophorus_stipellatus,41,,Acrophorus stipellatus T. Moore,Acrophorus,41,NA
Acrorumohra_diffracta,82,,Acrorumohra diffracta (Baker) H. It͉,Acrorumohra,82,NA
Acrorumohra_hasselt,,82,Acrorumohra hasselt (Blume) Ching,Acrorumohra,NA,41
Acrorumohra_hasselt,41,,Acrorumohra hasselt (Blume) Ching,Acrorumohra,41,NA
Acrorumohra_hasselt,41,,Acrorumohra hasselt (Blume) Ching,Acrorumohra,41,NA
Acrorumohra_hasselt,41,,Acrorumohra hasselt (Blume) Ching,Acrorumohra,41,NA
Acrorumohra_obtusissima,,82,Acrorumohra obtusissima (Mett.) Ching,Acrorumohra,NA,41
Acrostichum_album,,60,Acrostichum album Vell.,Acrostichum,NA,30
Acrostichum_apfolium,,82,Acrostichum apfolium (J. Sm.) Hook.,Acrostichum,NA,41
Acrostichum_aureum,30,60,Acrostichum aureum L.,Acrostichum,30,30
Acrostichum_aureum,30,60,Acrostichum aureum L.,Acrostichum,30,30
Acrostichum_aureum,30,60,Acrostichum aureum L.,Acrostichum,30,30
Acrostichum_aureum,,60,Acrostichum aureum L.,Acrostichum,NA,30
Acrostichum_aureum,,60,Acrostichum aureum L.,Acrostichum,NA,30
Acrostichum_aureum,,60,Acrostichum aureum L.,Acrostichum,NA,30
Acrostichum_aureum,,60,Acrostichum aureum L.,Acrostichum,NA,30
Acrostichum_aureum,,60,Acrostichum aureum L.,Acrostichum,NA,30
Acrostichum_aureum,120,60,Acrostichum aureum L.,Acrostichum,120,30
Acrostichum_aureum,30,60,Acrostichum aureum L.,Acrostichum,30,30
Acrostichum_aureum,,120,Acrostichum aureum L.,Acrostichum,NA,60
Acrostichum_aureum,30,,Acrostichum aureum L.,Acrostichum,30,NA
Acrostichum_contractum,,300,Acrostichum contractum Wall.,Acrostichum,NA,150
Acrostichum_costatum,,114,Acrostichum costatum Wall.,Acrostichum,NA,57
Acrostichum_costatum,,114,Acrostichum costatum Wall.,Acrostichum,NA,57
Acrostichum_costatum,,114,Acrostichum costatum Wall.,Acrostichum,NA,57
Acrostichum_costatum,,116,Acrostichum costatum Wall.,Acrostichum,NA,58
Acrostichum_costatum,,116,Acrostichum costatum Wall.,Acrostichum,NA,58
Acrostichum_costatum,,120,Acrostichum costatum Wall.,Acrostichum,NA,60
Acrostichum_costatum,,120,Acrostichum costatum Wall.,Acrostichum,NA,60
Acrostichum_costatum,,120,Acrostichum costatum Wall.,Acrostichum,NA,60
Acrostichum_costatum,,120,Acrostichum costatum Wall.,Acrostichum,NA,60
Acrostichum_daeifolium,,60,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,NA,30
Acrostichum_daeifolium,30,60,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,30,30
Acrostichum_daeifolium,30,60,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,30,30
Acrostichum_daeifolium,30,60,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,30,30
Acrostichum_daeifolium,,60,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,NA,30
Acrostichum_daeifolium,,116,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,NA,58
Acrostichum_daeifolium,,116,Acrostichum daeifolium Langsd. & Fisch.,Acrostichum,NA,58
Acrostichum_formosum,,116,Acrostichum formosum  Presl,Acrostichum,NA,58
Acrostichum_mannianum,,120,Acrostichum mannianum Mett. ex Kuhn,Acrostichum,NA,60
Acrostichum_mannianum,,120,Acrostichum mannianum Mett. ex Kuhn,Acrostichum,NA,60
Acrostichum_melanolepis,,60,Acrostichum melanolepis F,Acrostichum,NA,30
Acrostichum_nudum,,116,Acrostichum nudum Kunze ex E. Fourn.,Acrostichum,NA,58
Acrostichum_proliferum,,120,Acrostichum proliferum Blume,Acrostichum,NA,60
Acrostichum_rubescens,,360,Acrostichum rubescens K. A. Christ,Acrostichum,NA,180
Acrostichum_speciosum,60,,Acrostichum speciosum Willd.,Acrostichum,60,NA
Acrostichum_speciosum,58,,Acrostichum speciosum Willd.,Acrostichum,58,NA
Acrostichum_wilkesianum,,60,Acrostichum wilkesianum Hook.,Acrostichum,NA,30
Actiniopteris_radiata,,58,Actiniopteris radiata (Sw.) Link,Actiniopteris,NA,29
Actiniopteris_radiata,,87,Actiniopteris radiata (Sw.) Link,Actiniopteris,NA,43
Actiniopteris_radiata,,87,Actiniopteris radiata (Sw.) Link,Actiniopteris,NA,43
Actiniopteris_radiata,,87,Actiniopteris radiata (Sw.) Link,Actiniopteris,NA,43
Actiniopteris_radiata,87,,Actiniopteris radiata (Sw.) Link,Actiniopteris,87,NA
Actiniopteris_radiata,87,,Actiniopteris radiata (Sw.) Link,Actiniopteris,87,NA
Actiniopteris_radiata,87,,Actiniopteris radiata (Sw.) Link,Actiniopteris,87,NA
Actiniopteris_radiata,87,,Actiniopteris radiata (Sw.) Link,Actiniopteris,87,NA
Actiniopteris_radiata,87,,Actiniopteris radiata (Sw.) Link,Actiniopteris,87,NA
Actinostachys_digitata,,650,Actinostachys digitata (L.) Wall.,Actinostachys,NA,325
Actinostachys_digitata,,720,Actinostachys digitata (L.) Wall.,Actinostachys,NA,360
Actinostachys_pennula,,168,Actinostachys pennula (Sw.) Hook.,Actinostachys,NA,84
Actinostachys_pennula,134,,Actinostachys pennula (Sw.) Hook.,Actinostachys,134,NA
Acystopteris_japonica,,84,Acystopteris japonica (Luerss.) kai,Acystopteris,NA,42
Acystopteris_japonica,,84,Acystopteris japonica (Luerss.) kai,Acystopteris,NA,42
Acystopteris_japonica,,84,Acystopteris japonica (Luerss.) kai,Acystopteris,NA,42
Acystopteris_japonica,,84,Acystopteris japonica (Luerss.) kai,Acystopteris,NA,42
Acystopteris_japonica,,168,Acystopteris japonica (Luerss.) kai,Acystopteris,NA,84
Acystopteris_japonica,42,,Acystopteris japonica (Luerss.) kai,Acystopteris,42,NA
Acystopteris_japonica,84,,Acystopteris japonica (Luerss.) kai,Acystopteris,84,NA
Acystopteris_japonica,42,,Acystopteris japonica (Luerss.) kai,Acystopteris,42,NA
Acystopteris_taiwania,,82,Acystopteris taiwania (Tagawa) ́. L�_ve & D. L�_ve,Acystopteris,NA,41
Acystopteris_taiwania,,168,Acystopteris taiwania (Tagawa) ́. L�_ve & D. L�_ve,Acystopteris,NA,84
Acystopteris_taiwania,42,,Acystopteris taiwania (Tagawa) ́. L�_ve & D. L�_ve,Acystopteris,42,NA
Acystopteris_taiwania,84,,Acystopteris taiwania (Tagawa) ́. L�_ve & D. L�_ve,Acystopteris,84,NA
Acystopteris_tenuisecta,42,42,,Acystopteris,42,21
Acystopteris_tenuisecta,,82,Acystopteris tenuisecta (Blume) Tagawa,Acystopteris,NA,41
Acystopteris_tenuisecta,,84,Acystopteris tenuisecta (Blume) Tagawa,Acystopteris,NA,42
Acystopteris_tenuisecta,84,126,Acystopteris tenuisecta (Blume) Tagawa,Acystopteris,84,63
Acystopteris_tenuisecta,,168,Acystopteris tenuisecta (Blume) Tagawa,Acystopteris,NA,84
Acystopteris_tenuisecta,,168,Acystopteris tenuisecta (Blume) Tagawa,Acystopteris,NA,84
Acystopteris_tenuisecta,,168,Acystopteris tenuisecta (Blume) Tagawa,Acystopteris,NA,84
Adenophorus_haalilioanus,,74,Adenophorus haalilioanus K. Wilson,Adenophorus,NA,37
Adenophorus_hymenophylloides,,74,Adenophorus hymenophylloides Hook. & Grev.,Adenophorus,NA,37
Adenophorus_tripintifidus,,74,Adenophorus tripintifidus Gaudich.,Adenophorus,NA,37
Adiantopsis_chlorophylla,30,,Adiantopsis chlorophylla (Sw.) Fͩe,Adiantopsis,30,NA
Adiantopsis_radiata,,60,Adiantopsis radiata (L.) Fͩe,Adiantopsis,NA,30
Adiantopsis_radiata,,60,Adiantopsis radiata (L.) Fͩe,Adiantopsis,NA,30
Adiantopsis_radiata,30,,Adiantopsis radiata (L.) Fͩe,Adiantopsis,30,NA
Adiantum_aleuticum,,58,Adiantum aleuticum (Rupr.)  A. Paris,Adiantum,NA,29
Adiantum_aleuticum,,58,Adiantum aleuticum (Rupr.)  A. Paris,Adiantum,NA,29
Adiantum_aleuticum,29,,Adiantum aleuticum (Rupr.)  A. Paris,Adiantum,29,NA
Adiantum_aleuticum,29,,Adiantum aleuticum (Rupr.)  A. Paris,Adiantum,29,NA
Adiantum_aleuticum,29,,Adiantum aleuticum (Rupr.)  A. Paris,Adiantum,29,NA
Adiantum_aneitense,,116,Adiantum aneitense Carruth.,Adiantum,NA,58
Adiantum_atroviride,57,,Adiantum atroviride Bostock,Adiantum,57,NA
Adiantum_atroviride,57,,Adiantum atroviride Bostock,Adiantum,57,NA
Adiantum_botianum,,170,Adiantum botianum Brause,Adiantum,NA,85
Adiantum_braun,30,,Adiantum braun Mett. ex Kuhn,Adiantum,30,NA
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,30,60,Adiantum capillus-veneris L.,Adiantum,30,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,30,60,Adiantum capillus-veneris L.,Adiantum,30,30
Adiantum_capillus-veneris,30,60,Adiantum capillus-veneris L.,Adiantum,30,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,30,60,Adiantum capillus-veneris L.,Adiantum,30,30
Adiantum_capillus-veneris,,60,Adiantum capillus-veneris L.,Adiantum,NA,30
Adiantum_capillus-veneris,57,114,Adiantum capillus-veneris L.,Adiantum,57,57
Adiantum_capillus-veneris,,116,Adiantum capillus-veneris L.,Adiantum,NA,58
Adiantum_capillus-veneris,,120,Adiantum capillus-veneris L.,Adiantum,NA,60
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,60,,Adiantum capillus-veneris L.,Adiantum,60,NA
Adiantum_capillus-veneris,90,,Adiantum capillus-veneris L.,Adiantum,90,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,31,,Adiantum capillus-veneris L.,Adiantum,31,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,58,,Adiantum capillus-veneris L.,Adiantum,58,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,30,,Adiantum capillus-veneris L.,Adiantum,30,NA
Adiantum_capillus-veneris,58,,Adiantum capillus-veneris L.,Adiantum,58,NA
Adiantum_caudatum,30,60,Adiantum caudatum L.,Adiantum,30,30
Adiantum_caudatum,"90, 90",90,Adiantum caudatum L.,Adiantum,NA,45
Adiantum_caudatum,,90,Adiantum caudatum L.,Adiantum,NA,45
Adiantum_caudatum,"60, 75, 90",,Adiantum caudatum L.,Adiantum,NA,NA
Adiantum_caudatum,60,,Adiantum caudatum L.,Adiantum,60,NA
Adiantum_chilense,,116,Adiantum chilense Kaulf.,Adiantum,NA,58
Adiantum_chilense_var._sulphureum,,112,Adiantum chilense var. sulphureum (Kaulf.) Kuntze ex Hicken,Adiantum,NA,56
Adiantum_chilense_var._sulphureum,,112,Adiantum chilense var. sulphureum (Kaulf.) Kuntze ex Hicken,Adiantum,NA,56
Adiantum_chilense_var._sulphureum,,120,Adiantum chilense var. sulphureum (Kaulf.) Kuntze ex Hicken,Adiantum,NA,60
Adiantum_concinnum,60,,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum,60,NA
Adiantum_concinnum,58,,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum,58,NA
Adiantum_concinnum,58,,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum,58,NA
Adiantum_confine,60,120,Adiantum confine Fͩe,Adiantum,60,60
Adiantum_confine,,120,Adiantum confine Fͩe,Adiantum,NA,60
Adiantum_cristatum,30,,Adiantum cristatum L.,Adiantum,30,NA
Adiantum_cunningham,,118,Adiantum cunningham Hook.,Adiantum,NA,59
Adiantum_david,,240,Adiantum david Franch.,Adiantum,NA,120
Adiantum_deltoideum,30,,Adiantum deltoideum Sw.,Adiantum,30,NA
Adiantum_diaphanum,,116,Adiantum diaphanum Blume,Adiantum,NA,58
Adiantum_diaphanum,,232,Adiantum diaphanum Blume,Adiantum,NA,116
Adiantum_diaphanum,,232,Adiantum diaphanum Blume,Adiantum,NA,116
Adiantum_diaphanum,87,,Adiantum diaphanum Blume,Adiantum,87,NA
Adiantum_diaphanum,114,,Adiantum diaphanum Blume,Adiantum,114,NA
Adiantum_diaphanum,@&87,,Adiantum diaphanum Blume,Adiantum,NA,NA
Adiantum_edentulum,,60,Adiantum edentulum Christ,Adiantum,NA,30
Adiantum_edentulum,30,,Adiantum edentulum Christ,Adiantum,30,NA
Adiantum_edgeworth,,60,Adiantum edgeworth Hook.,Adiantum,NA,30
Adiantum_edgeworth,30,,Adiantum edgeworth Hook.,Adiantum,30,NA
Adiantum_edgeworth,30,,Adiantum edgeworth Hook.,Adiantum,30,NA
Adiantum_edgeworth,30,,Adiantum edgeworth Hook.,Adiantum,30,NA
Adiantum_edgeworth,30,,Adiantum edgeworth Hook.,Adiantum,30,NA
Adiantum_excisum,116-120,,Adiantum excisum Kunze,Adiantum,NA,NA
Adiantum_flabellulatum,,116,Adiantum flabellulatum L.,Adiantum,NA,58
Adiantum_flabellulatum,,116,Adiantum flabellulatum L.,Adiantum,NA,58
Adiantum_flabellulatum,58,,Adiantum flabellulatum L.,Adiantum,58,NA
Adiantum_fructuosum,60,,Adiantum fructuosum Poepp. ex Spreng.,Adiantum,60,NA
Adiantum_fulvum,,116,Adiantum fulvum Raoul,Adiantum,NA,58
Adiantum_fulvum,58,,Adiantum fulvum Raoul,Adiantum,58,NA
Adiantum_glaucescens,,118,Adiantum glaucescens Klotzsch,Adiantum,NA,59
Adiantum_glaucescens,,120,Adiantum glaucescens Klotzsch,Adiantum,NA,60
Adiantum_henslovianum,58,,Adiantum henslovianum Hook.,Adiantum,58,NA
Adiantum_hispidulum,,160,Adiantum hispidulum Sw.,Adiantum,NA,80
Adiantum_hispidulum,,162,Adiantum hispidulum Sw.,Adiantum,NA,81
Adiantum_hispidulum,,163,Adiantum hispidulum Sw.,Adiantum,NA,81
Adiantum_hispidulum,,164,Adiantum hispidulum Sw.,Adiantum,NA,82
Adiantum_hispidulum,,165,Adiantum hispidulum Sw.,Adiantum,NA,82
Adiantum_hispidulum,,166,Adiantum hispidulum Sw.,Adiantum,NA,83
Adiantum_hispidulum,,167,Adiantum hispidulum Sw.,Adiantum,NA,83
Adiantum_hispidulum,,168,Adiantum hispidulum Sw.,Adiantum,NA,84
Adiantum_hispidulum,,169,Adiantum hispidulum Sw.,Adiantum,NA,84
Adiantum_hispidulum,,170,Adiantum hispidulum Sw.,Adiantum,NA,85
Adiantum_hispidulum,,171,Adiantum hispidulum Sw.,Adiantum,NA,85
Adiantum_hispidulum,,172,Adiantum hispidulum Sw.,Adiantum,NA,86
Adiantum_hispidulum,,173,Adiantum hispidulum Sw.,Adiantum,NA,86
Adiantum_hispidulum,,348,Adiantum hispidulum Sw.,Adiantum,NA,174
Adiantum_hispidulum,,360,Adiantum hispidulum Sw.,Adiantum,NA,180
Adiantum_hispidulum,175,,Adiantum hispidulum Sw.,Adiantum,175,NA
Adiantum_hispidulum,171,,Adiantum hispidulum Sw.,Adiantum,171,NA
Adiantum_hispidulum,171,,Adiantum hispidulum Sw.,Adiantum,171,NA
Adiantum_hispidulum,171,,Adiantum hispidulum Sw.,Adiantum,171,NA
Adiantum_hispidulum,171,,Adiantum hispidulum Sw.,Adiantum,171,NA
Adiantum_hispidulum,171,,Adiantum hispidulum Sw.,Adiantum,171,NA
Adiantum_incisum,30,60,Adiantum incisum Forssk.,Adiantum,30,30
Adiantum_incisum,60,120,Adiantum incisum Forssk.,Adiantum,60,60
Adiantum_incisum,,120,Adiantum incisum Forssk.,Adiantum,NA,60
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,75,,Adiantum incisum Forssk.,Adiantum,75,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_incisum,30,,Adiantum incisum Forssk.,Adiantum,30,NA
Adiantum_indicum,60,120,Adiantum indicum J. Ghatak,Adiantum,60,60
Adiantum_indicum,60,120,Adiantum indicum J. Ghatak,Adiantum,60,60
Adiantum_indicum,"30, 60",,Adiantum indicum J. Ghatak,Adiantum,NA,NA
Adiantum_indicum,60,,Adiantum indicum J. Ghatak,Adiantum,60,NA
Adiantum_jordan,,60,Adiantum jordan  H. Mull.,Adiantum,NA,30
Adiantum_jordan,,60,Adiantum jordan  H. Mull.,Adiantum,NA,30
Adiantum_kendal,,60,Adiantum kendal Jenman,Adiantum,NA,30
Adiantum_latifolium,60,120,Adiantum latifolium Lam.,Adiantum,60,60
Adiantum_latifolium,,120,Adiantum latifolium Lam.,Adiantum,NA,60
Adiantum_latifolium,60,,Adiantum latifolium Lam.,Adiantum,60,NA
Adiantum_lucidum,30,60,Adiantum lucidum (Cav.) Sw.,Adiantum,30,30
Adiantum_lunulatum,,60,Adiantum lunulatum Burm.,Adiantum,NA,30
Adiantum_lunulatum,,60,Adiantum lunulatum Burm.,Adiantum,NA,30
Adiantum_lunulatum,,90,Adiantum lunulatum Burm.,Adiantum,NA,45
Adiantum_lunulatum,,90,Adiantum lunulatum Burm.,Adiantum,NA,45
Adiantum_lunulatum,90,90,Adiantum lunulatum Burm.,Adiantum,90,45
Adiantum_lunulatum,60,90,Adiantum lunulatum Burm.,Adiantum,60,45
Adiantum_lunulatum,30,,Adiantum lunulatum Burm.,Adiantum,30,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,60,,Adiantum lunulatum Burm.,Adiantum,60,NA
Adiantum_lunulatum,"60,90",,Adiantum lunulatum Burm.,Adiantum,NA,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,60,,Adiantum lunulatum Burm.,Adiantum,60,NA
Adiantum_lunulatum,30,,Adiantum lunulatum Burm.,Adiantum,30,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_lunulatum,90,,Adiantum lunulatum Burm.,Adiantum,90,NA
Adiantum_macrophyllum,30,60,Adiantum macrophyllum Sw.,Adiantum,30,30
Adiantum_macrophyllum,30,60,Adiantum macrophyllum Sw.,Adiantum,30,30
Adiantum_macrophyllum,,60,Adiantum macrophyllum Sw.,Adiantum,NA,30
Adiantum_macrophyllum,30,,Adiantum macrophyllum Sw.,Adiantum,30,NA
Adiantum_macrophyllum,30,,Adiantum macrophyllum Sw.,Adiantum,30,NA
Adiantum_malesianum,,115,Adiantum malesianum J. Ghatak,Adiantum,NA,57
Adiantum_malesianum,,120,Adiantum malesianum J. Ghatak,Adiantum,NA,60
Adiantum_malesianum,60,,Adiantum malesianum J. Ghatak,Adiantum,60,NA
Adiantum_melanoleucum,,60,Adiantum melanoleucum Willd.,Adiantum,NA,30
Adiantum_melanoleucum,30,,Adiantum melanoleucum Willd.,Adiantum,30,NA
Adiantum_monochlamys,,116,Adiantum monochlamys Eaton,Adiantum,NA,58
Adiantum_monochlamys,58,,Adiantum monochlamys Eaton,Adiantum,58,NA
Adiantum_monochlamys,60,,Adiantum monochlamys Eaton,Adiantum,60,NA
Adiantum_monochlamys,58,,Adiantum monochlamys Eaton,Adiantum,58,NA
Adiantum_novae-caledoniae,58,,Adiantum novae-caledoniae Keyserl.,Adiantum,58,NA
Adiantum_obliquum,,120,Adiantum obliquum Willd.,Adiantum,NA,60
Adiantum_pedatum,,58,Adiantum pedatum L.,Adiantum,NA,29
Adiantum_pedatum,,58,Adiantum pedatum L.,Adiantum,NA,29
Adiantum_pedatum,"58, 57+2I, 56+R4, 56+chIV",,Adiantum pedatum L.,Adiantum,NA,NA
Adiantum_pedatum,29,,Adiantum pedatum L.,Adiantum,29,NA
Adiantum_pedatum,"29, 54I+2",,Adiantum pedatum L.,Adiantum,NA,NA
Adiantum_pedatum,30,,Adiantum pedatum L.,Adiantum,30,NA
Adiantum_pedatum,22,,Adiantum pedatum L.,Adiantum,22,NA
Adiantum_pedatum,29,,Adiantum pedatum L.,Adiantum,29,NA
Adiantum_pedatum,30,,Adiantum pedatum L.,Adiantum,30,NA
Adiantum_peruvianum,30,,Adiantum peruvianum Klotzsch,Adiantum,30,NA
Adiantum_peruvianum,30,,Adiantum peruvianum Klotzsch,Adiantum,30,NA
Adiantum_petiolatum,,60,Adiantum petiolatum Desv.,Adiantum,NA,30
Adiantum_petiolatum,30,60,Adiantum petiolatum Desv.,Adiantum,30,30
Adiantum_poiret,228,,Adiantum poiret Wikstr.,Adiantum,228,NA
Adiantum_polyphyllum,,117,Adiantum polyphyllum Willd.,Adiantum,NA,58
Adiantum_polyphyllum,,119,Adiantum polyphyllum Willd.,Adiantum,NA,59
Adiantum_pseudotinctum,58,,Adiantum pseudotinctum Hieron.,Adiantum,58,NA
Adiantum_pubescens,180,,Adiantum pubescens Schkuhr,Adiantum,180,NA
Adiantum_pulverulentum,"30, 122",60,Adiantum pulverulentum L.,Adiantum,NA,30
Adiantum_pulverulentum,,120,Adiantum pulverulentum L.,Adiantum,NA,60
Adiantum_pulverulentum,30,,Adiantum pulverulentum L.,Adiantum,30,NA
Adiantum_pyramidale,,60,Adiantum pyramidale (L.) Willd.,Adiantum,NA,30
Adiantum_raddianum,58,87,Adiantum raddianum  Presl,Adiantum,58,43
Adiantum_raddianum,"57, 114, 228",228,Adiantum raddianum  Presl,Adiantum,NA,114
Adiantum_raddianum,58,,Adiantum raddianum  Presl,Adiantum,58,NA
Adiantum_raddianum,114,,Adiantum raddianum  Presl,Adiantum,114,NA
Adiantum_raddianum,114,,Adiantum raddianum  Presl,Adiantum,114,NA
Adiantum_raddianum,60,,Adiantum raddianum  Presl,Adiantum,60,NA
